img_path,label
dataset/Human Faces Dataset\AI-Generated Images\000324.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000325.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000326.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000327.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000328.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000329.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000330.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000331.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000332.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000333.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000334.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000335.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000336.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000337.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000338.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000339.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000340.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000341.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000342.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000343.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000344.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000345.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000346.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000347.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000348.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000349.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000350.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000351.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000352.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000353.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000354.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000355.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000356.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000357.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000358.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000359.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000360.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000361.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000362.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000363.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000364.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000365.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000366.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000367.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000368.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000369.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000370.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000371.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000372.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000373.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000374.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000375.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000376.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000377.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000378.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000379.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000380.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000381.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000382.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000383.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000384.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000385.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000386.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000387.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000388.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000389.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000390.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000391.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000392.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000393.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000394.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000395.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000396.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000397.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000398.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000399.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000400.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000401.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000402.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000403.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000404.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000405.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000406.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000407.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000408.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000409.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000410.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000411.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000412.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000413.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000414.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000415.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000416.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000417.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000418.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000419.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000420.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000421.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000422.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000423.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000424.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000425.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000426.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000427.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000428.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000429.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000430.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000431.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000432.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000433.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000434.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000435.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000436.jpg,1
dataset/Human Faces Dataset\AI-Generated Images\000437.jpg,1
